Activity Master: Activity Master Number	Activity Master: ID	Zone	Activity Code	Activity Name	Activity Name (Arabic)	Status	Minimum Share Capital	License Type	License Type (Arabic)	Is Not Allowed for Coworking(ESR)	RAKEZ HSE Risk Classification	Compliance Risk Rating -RR	Is Special	Activity Price	Activity Group	Activity Group (Arabic)	GICS Business Sector	GICS Subsector	Segment Name English	Segment Name Arabic	Description	Description (Arabic)	Qualification Requirement	Documents Required
AM-02255	a0v580000018LvP	Freezone	749911	Surveying & Evaluating	المعاينة والتثمين	Active		Services	خدمية	-	Low		Standard		Consultancy -D- management, information and marketing	الاستشارات - الادارة والمعلومات	Industrials	Professional Services			Includes firms specialized in examining, and estimating immovables such as lands and buildings and movable such as goods, machines, equipment and furniture, for the various purposes like holding public auction sales, be it upon the disputant parties' desire or an assign by court, arbitration committee or any other administrative body.	يشمل المنشآت المتخصصة في مجال معاينة الأشياء المنقولة كالبضائع والآلات والمعدات والتجهيزات كما يشمل ذلك مراجعة تلك الأشياء وتثمينها ووضع قيمها التقديرية وذلك للأغراض المختلفة كحالات إقامة المزادات العلنية وسواء أكانت بناء على رغبة من الأطراف المتنازعة حول الاتفاقيات والعقود الخاصة بهم أو بناء على تكليف من القضاء أو لجان التحكيم أو أية جهات إدارية.		
AM-02256	a0v580000018LvQ	Freezone	742105	Surveying Engineering Consultancy	الهندسة المساحية	Active		Services	خدمية	-	Low		Standard		Other engineering services	خدمات هندسية اخرى	Industrials	Construction & Engineering			Includes executing all types of engineering projects i.e. roads, bridges and drainage... etc., detail survey for engineering, planning and replanning purposes, demarcation of services lines, water lines, electric power lines, drainage, qibla direction demarcation, leveling for producing contour maps, grading and gate level, checking and verification of as built surveys.p	يشمل المنشآت التي تقوم بالاعمال المساحية المتعلقة بالاعمال الهندسية مثل تصميم وتنفيذ الطرق والجسور والصرف الصحي، المسح التفصيلي للاغراض الهندسية التخطيطية واعادة تخطيط تحديد العلامات والحدود ومسارات الخدمات وحرم الطرق تحديد اتجاه القبلة، عمل المخططات الكنتورية ومناسيب المداخل، إجراء المسح على الاعمال الانشائية التي تم تنفيذها.	Certified_Academic_Degree	
AM-09095	a0v4K0000027v56	Freezone	100672005	Surveyors Adjusters	الكشف وتقدير الأضرار	Inactive		Services	خدمية	-			Standard		Insurance	التأمين	Financials	Insurance						
AM-02566	a0v580000018M0Q	Freezone	5520-10	Sweets & Candies Preparing	تحضير الحلويات والسكاكر	Active		Commercial	تجارية	-	Low		Standard		Restaurants and coffee shops	المطاعم والمقاهي	Consumer Services	Hospitality			Includes shops engaged in preparing and selling oriental and European sweets, tea, soft drinks, cakes and candies directly to the public for immediate consumption.	يشمل المحال التي تقوم بتحضير أنواع الحلويات الشرقية أو الأوروبية وتقديمها للجمهور للإستهلاك الفوري بالإضافة الى بعض المشروبات الخفيفة كالشاي والمرطبات, كما يشمل ذلك تحضير أنواع الكعك والسكاكر بأنواعها.		RAK Municipality- Public Health Department, Department of Civil Defense, CCTV_Certificate_GENERAL_RESOURCES_AUTHORITY
AM-06207	a0v580000018Mx9	Freezone	514316	Swimming Pools Trading	تجارة احواض السباحة	Active		Commercial	تجارية	-	Low		Standard		Building materials trading	تجارة مواد البناء	Industrials	Trading Companies & Distributors			Includes reselling pools made from concrete, metal, plastic and fiberglass, and is intended for swimming or water based recreations or lifeguard training, including Olympic-size pools, and pools installed in public and private places, hotels, sport and health clubs, also other accessories and water pumps and drainers and electric fittings.	يشمل إعادة بيع الأحواض المصنوعة من الأسمنت، المعادن، البلاستيك، الفيبرجلاس والمعدة لممارسة السباحة أو الأنشطة المائية الترفيهية أو للتدريب على الإنقاذ البحري، ويشمل أحوض السباحة الأوليمبية، أحواض الأماكن العامة والأحواض في الفنادق و الأندية الرياضية والصحية، كما يشمل ذلك تمديدات المياه ومعدات الضخ والتفريغ والتمديدات الكهربائية والإنارة		
AM-01837	a0v580000018Lof	Freezone	2030002	Synthetic or Artificial Staple Fibers Manufacturing 	صناعة الألياف التيلية التركيبية أو الإصطناعية      	Active	150,000	Industrial	صناعية	-	Medium		Standard		Industrial 1	صناعيـــــــة 1	Materials	Chemicals	Chemical industry	صناعة الكيماويات	Manufacture of synthetic or artificial staple fibers, not carded, combed or otherwise processed for spinning from different raw materials like Polypropylene or other whether in granules or resins shape	هو صناعة الألياف التركيبية أو الإصطناعية بشكلها المندوف الغير ممشط أو الغير مجهزة لعملية الغزل من المواد الأولية المختلفة مثل البولي بروبلين أو غيرها سواء كانت بشكل حبيبات أو مواد صمغية (راتنجات)		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-09022	a0v4K000001qV6s	Freezone	RAKEZ9000932	Synthetic Resins Manufacturing	صناعة الراتنجات الصناعية	Inactive	150,000	Industrial	صناعية	-			Standard		Industrial 1	صناعيـــــــة 1	Materials	Chemicals						Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-09016	a0v4K000001qV6J	Freezone	2013003	Synthetic Rubber in Primary Forms Manufacturing	صناعة المطاط التركيبي بأشكال أوَّلية	Active	150,000	Industrial	صناعية	-	High		Standard		Manufacture of tires and rubber products	صناعة الإطارات ومنتجات المطاط	Materials	Chemicals	Manufacture of tires and rubber products	صناعة الإطارات ومنتجات المطاط				Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-02258	a0v580000018LvS	Freezone	2013006	Synthetic Sponge Manufacturing	صناعة الاسفنج الصناعي	Active	150,000	Industrial	صناعية	-	High		Standard		Manufacture of tyres and rubber products	صناعة الاطارات ومنتجات المطاط	Materials	Chemicals	Mattresses and mattresses industry	صناعة المراتب والفرش	Includes manufacturing synthetic sponge from its primary chemical substances, and set in pieces, cubes or panels useable producing mattresses, furniture, or in wrapping and packaging etc.	يشمل صناعة الإسفنج الصناعي من خاماته الأولية من المواد الكيماوية المختلفة، وانتاج الإسفنج على هيئة قطع أو مكعبات أو شرائح تصلح لاستخدامها في العمليات الصناعية الأخرى كصناعة المراتب والأثاث والتعبئة والتغليف وغيرها.		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-06809	a0v5800000dp8Du	Freezone	100047	System Integration (Satellite / IP Streaming)	تكامل النظم ( البث عبر الأقمار الصناعية/ الإنترنت)	Active		Media	اعلام	-	Low		Standard		Broadcast Support Services	خدمات دعم البث	Communication Services	Media			System Integration (Satellite / IP Streaming)	تكامل النظم ( البث عبر الأقمار الصناعية/ الإنترنت)		Media Brief Form
