Activity Master: Activity Master Number,Activity Master: ID,Zone,Activity Code,Activity Name,Activity Name (Arabic),Status,Minimum Share Capital,License Type,License Type (Arabic),Is Not Allowed for Coworking(ESR),RAKEZ HSE Risk Classification,Compliance Risk Rating -RR,Is Special,Activity Price,Activity Group,Activity Group (Arabic),GICS Business Sector,GICS Subsector,Segment Name English,Segment Name Arabic,Description,Description (Arabic),Qualification Requirement,Documents Required
AM-05868,a0v580000018Mrg,Freezone,512103,Flowers & Plants Trading,تجارة زهور القطف ونباتات الزينة الداخلية,Active,,Commercial,تجارية,-,Low,,Standard,,Flowers and plants,الزهور و النباتات,Consumer Discretionary,Consumer Discretionary Distribution & Retail,,,Includes reselling and arranging various types of raw flowers and ornamental plants.,هي إعادة بيع زهور القطف ونباتات الزينة الداخلية ولوازمها بحالتها الطبيعية أو بإعادة تشكيلها وتنسيقها,,For Warehouse & Land: Ministry of Climate Change and Environment
AM-05871,a0v580000018Mrj,Freezone,514333,Fly Ash Trading,تجارة الرماد الطائر,Active,,Commercial,تجارية,-,Medium,,Standard,,Building materials trading,تجارة مواد البناء,Industrials,Trading Companies & Distributors,,,"Includes reselling fly ash which is produced from the combustion of pulverized cool in electricity generation power station boilers, to use as extender (or partial replacement) for cement in concretes and mortar, to increase strength, durability and chemical resistance.",هي إعادة بيع الرماد الطائر المنتج من عملية إحتراق مسحوق الفحم الحجري في مصاهر توليد الطاقة وذلك لإستخدامه في إحلال جزء من الأسمنت المستخدم في الخرسانة الجاهزة والملاط وذلك لإكسابهما الصلابة وقوة التحمل ومقاومة العوامل الكيماوية.,,
AM-01818,a0v580000018LoM,Freezone,1533-01,Fodder Manufacturing,صناعة الأعلاف,Active,"150,000",Industrial,صناعية,-,Low,,Standard,,Fodder and fertilizers manufacturing,صناعة الاعلاف والاسمدة,Consumer Staples,Food & Beverages,,,"Includes producing of animal and poultry feed , whether processed of vegetal source, such as straw and bran, or of animals like fish powder or animals dry residues.",يشمل إنتاج الأعلاف المحضرة للحيوانات والدواجن سواء أكانت هذه الأعلاف من أصل نباتي كالتبن والنخالة وغيرها أو من أصل حيواني كمسحوق السمك والمخلفات الحيوانية المجففة.,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority, Ministry of Climate Change and Environment"
AM-05872,a0v580000018Mrk,Freezone,512114,Fodder Trading,تجارة الاعلاف,Active,,Commercial,تجارية,-,Low,,Standard,,Fodders & animal food trading,تجارة الاعلاف واغذية الحيوانات,Consumer Staples,Consumer Staples Distribution & Retail,,,"Includes reselling animals and birds fodder, whether of vegetal or animal origin such as straw and ha and fish powder respectively.",هي إعادة بيع أعلاف الماشية والأغنام والخيول وغيرها من الطيور الداجنة سواء أكانت هذه الأعلاف من اصل نباتي كالتبن والنخالة وغيرها، أو من أصل حيواني كالدم المجفف أو مسحوق السمك.,,For Warehouse & Land: Ministry of Climate Change and Environment
AM-08300,a0v4H00000fYclu,Non-Freezone,8220003,Fonts directory assistance services to the information,خدمات دليل الخطوط المساعدة للمعلومات,Active,,Professional,مهنية,-,Low,,Standard,,Design and programming services,خدمات التصميم والبرمجة,Industrials,Commercial Services & Supplies,Design and programming services,خدمات التصميم والبرمجة,,,,
AM-05408,a0v580000018MkG,Freezone,741422,"Food, Health Food & Dairy Consultant",استشارات الاغذية والأغذية الصحية والألبان,Active,,Services,خدمية,-,Low,,Standard,,"Consultancy -D- management, information and marketing",الاستشارات - الادارة والمعلومات,Industrials,Professional Services,,,"Includes providing consultancy on health food domain to provide a key liaison between marketing and producut development to meet the increasing needs to acquire fundamental knowledge and skills in health food concepts, invoving also, development of new recipes, sourcing raw material and ingredients, design and sourcing of machinary and method of production, also, packaging, cost, quality compliance auditing and project managment and marketing.",يشمل تقديم الاستشارات في مجالات المواد الغذائية الصحية لتمثل رابطا أساسيا بين عمليات التسويق وتطوير المنتج وذلك لتلبية الاحتياجات المتزايدة لاكتساب المهارات والمعرفة الاساسية في مجالات الأغذية الصحية، كما يشمل تطوير وصفات المنتجات الجدديدة، تحديد مصادر المواد الخام والمكونات، تصميم وتحديد أساليب ومكائن التصنيع، وأيضا مايتعلق بالتعبئة، التكلفة، تدقيق الجودة، والإدارة والتسويق.,,
AM-05875,a0v580000018Mrn,Freezone,512200,Food & Beverages Trading,تجارة المواد الغذائية والمشروبات,Active,,Commercial,تجارية,-,Low,,Standard,,Foodstuff trading,تجاره المواد الغذائيه,Consumer Staples,Consumer Staples Distribution & Retail,,,"Includes reselling of canned, preserved and frozen foodstuff, or any of the items mentioned in this class.",هي إعادة بيع جميع أنواع المواد الغذائية المعلبة والمحفوظة والمجمدة، وتدخل من ضمنها إعادة بيع أي من البنود المذكورة لاحقاً تحت هذا الفصل.,,For Warehouse & Land: RAK Municipality- Public Health Department
AM-01324,a0v580000018LgO,Non-Freezone,8299010,Food delivery services,خدمات توصيل الطلبات الغذائية,Active,,Professional,مهنية,-,,,Standard,,Professional 1,مهنيــــــــــة 1,Industrials,Shipping & Logistics,,,t includes consumables from cooperative societies or supermarkets or any items or items from other places such as restaurants and supermarkets.,يشمل توصيل الطلبات إلى المنازل، المكاتب، المصانع، المطارات وغيرها من أماكن العمل، والتي قد تشمل المواد الاستهلاكية من الجمعيات التعاونية أو محلات السوبرماركت أو أي مواد أو أصناف من أماكن أخرى مثل المطاعم والمحلات الكبري.,,
AM-07051,a0v4H00000fYcRl,Non-Freezone,1079002,Food-Grade Salt Processing,تجهيز ملح الطعام,Active,"150,000",Industrial,صناعية,-,Low,,Standard,,Food Industry,صناعة المنتجات الغذائية,,,Food Industry,صناعة المنتجات الغذائية,,,,"RAK Municipality- Public Health Department, ENVIRONMENT_PROTECTION_&_DEVELOPMENT_AUTHORITY, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-05342,a0v580000018MjC,Freezone,291402,Food Heating Burners Manufacturing,صناعة مشاعل تسخين الطعام,Active,"150,000",Industrial,صناعية,-,Low,,Standard,,Appliances and machinery manufacturing,صناعة الأجهزة والالات,Consumer Discretionary,Household Durables,,,"Includes manufacturing of small burners used by hotels, restaurants to keep food hot during parties and different occasions.",يشمل صناعة المشاعل الصغيرة التي تستخدم في الفنادق والمطاعم لإبقاء الطعام ساخناً أثناء تقديمه في الحفلات والمناسبات المختلفة.,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-08171,a0v4H00000fYcjp,Non-Freezone,7110305,Food Industries Consultancy,استشارات هندسية فى الصناعات الغذائية,Active,,Professional,مهنية,-,Low,,Standard,,Food Industry,صناعة المنتجات الغذائية,,,Food Industry,صناعة المنتجات الغذائية,,,Certified_Academic_Degree,
AM-07697,a0v4H00000fYccB,Non-Freezone,2825101,Food Processing Machines and Equipment Manufacturing,صناعة آلات ومعدات تجهيز الأغذية,Active,"150,000",Industrial,صناعية,-,Low,,Standard,,manufacture of machinery for the manufacture of foodstuffs,صناعة الآت تصنيع المواد الغذائية,Industrials,Machinery & Equipment,For the manufacture of machinery for the manufacture of foodstuffs,صناعة الآت تصنيع المواد الغذائية,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
